,ALL NAME,SHORT NAME,KEY NUMBER,ALL LINK
2581,npj Parkinson's Disease,articles/s41531-021-00232-4,s41531,"['s41531', '021', '00232', '4']"
2582,npj Parkinson's Disease,articles/s41531-021-00233-3,s41531,"['s41531', '021', '00233', '3']"
2583,npj Parkinson's Disease,articles/s41531-021-00237-z,s41531,"['s41531', '021', '00237', 'z']"
2584,npj Parkinson's Disease,articles/s41531-021-00235-1,s41531,"['s41531', '021', '00235', '1']"
2585,npj Parkinson's Disease,articles/s41531-021-00229-z,s41531,"['s41531', '021', '00229', 'z']"
2586,npj Parkinson's Disease,articles/s41531-021-00222-6,s41531,"['s41531', '021', '00222', '6']"
2587,npj Parkinson's Disease,articles/s41531-021-00226-2,s41531,"['s41531', '021', '00226', '2']"
2588,npj Parkinson's Disease,articles/s41531-021-00231-5,s41531,"['s41531', '021', '00231', '5']"
2589,npj Parkinson's Disease,articles/s41531-021-00230-6,s41531,"['s41531', '021', '00230', '6']"
2590,npj Parkinson's Disease,articles/s41531-021-00227-1,s41531,"['s41531', '021', '00227', '1']"
2591,npj Parkinson's Disease,articles/s41531-021-00228-0,s41531,"['s41531', '021', '00228', '0']"
2592,npj Parkinson's Disease,articles/s41531-021-00224-4,s41531,"['s41531', '021', '00224', '4']"
2593,npj Parkinson's Disease,articles/s41531-021-00221-7,s41531,"['s41531', '021', '00221', '7']"
2594,npj Parkinson's Disease,articles/s41531-021-00225-3,s41531,"['s41531', '021', '00225', '3']"
2595,npj Parkinson's Disease,articles/s41531-021-00219-1,s41531,"['s41531', '021', '00219', '1']"
2596,npj Parkinson's Disease,articles/s41531-021-00223-5,s41531,"['s41531', '021', '00223', '5']"
2597,npj Parkinson's Disease,articles/s41531-021-00210-w,s41531,"['s41531', '021', '00210', 'w']"
2598,npj Parkinson's Disease,articles/s41531-021-00218-2,s41531,"['s41531', '021', '00218', '2']"
2599,npj Parkinson's Disease,articles/s41531-021-00220-8,s41531,"['s41531', '021', '00220', '8']"
2600,npj Precision Oncology,articles/s41698-021-00228-6,s41698,"['s41698', '021', '00228', '6']"
2601,npj Precision Oncology,articles/s41698-021-00226-8,s41698,"['s41698', '021', '00226', '8']"
2602,npj Precision Oncology,articles/s41698-021-00229-5,s41698,"['s41698', '021', '00229', '5']"
2603,npj Precision Oncology,articles/s41698-021-00225-9,s41698,"['s41698', '021', '00225', '9']"
2604,npj Precision Oncology,articles/s41698-021-00224-w,s41698,"['s41698', '021', '00224', 'w']"
2605,npj Precision Oncology,articles/s41698-021-00222-y,s41698,"['s41698', '021', '00222', 'y']"
2606,npj Precision Oncology,articles/s41698-021-00219-7,s41698,"['s41698', '021', '00219', '7']"
2607,npj Precision Oncology,articles/s41698-021-00227-7,s41698,"['s41698', '021', '00227', '7']"
2608,npj Precision Oncology,articles/s41698-021-00223-x,s41698,"['s41698', '021', '00223', 'x']"
2609,npj Precision Oncology,articles/s41698-021-00221-z,s41698,"['s41698', '021', '00221', 'z']"
2610,npj Precision Oncology,articles/s41698-021-00220-0,s41698,"['s41698', '021', '00220', '0']"
2611,npj Precision Oncology,articles/s41698-021-00216-w,s41698,"['s41698', '021', '00216', 'w']"
2612,npj Precision Oncology,articles/s41698-021-00218-8,s41698,"['s41698', '021', '00218', '8']"
2613,npj Precision Oncology,articles/s41698-021-00211-1,s41698,"['s41698', '021', '00211', '1']"
2614,npj Precision Oncology,articles/s41698-021-00215-x,s41698,"['s41698', '021', '00215', 'x']"
2615,npj Precision Oncology,articles/s41698-021-00217-9,s41698,"['s41698', '021', '00217', '9']"
2616,npj Precision Oncology,articles/s41698-021-00214-y,s41698,"['s41698', '021', '00214', 'y']"
2617,npj Precision Oncology,articles/s41698-021-00212-0,s41698,"['s41698', '021', '00212', '0']"
2618,npj Precision Oncology,articles/s41698-021-00205-z,s41698,"['s41698', '021', '00205', 'z']"
2619,npj Precision Oncology,articles/s41698-021-00209-9,s41698,"['s41698', '021', '00209', '9']"
2620,npj Primary Care Respiratory Medicine,articles/s41533-021-00255-7,s41533,"['s41533', '021', '00255', '7']"
2621,npj Primary Care Respiratory Medicine,articles/s41533-021-00254-8,s41533,"['s41533', '021', '00254', '8']"
2622,npj Primary Care Respiratory Medicine,articles/s41533-021-00253-9,s41533,"['s41533', '021', '00253', '9']"
2623,npj Primary Care Respiratory Medicine,articles/s41533-021-00252-w,s41533,"['s41533', '021', '00252', 'w']"
2624,npj Primary Care Respiratory Medicine,articles/s41533-021-00251-x,s41533,"['s41533', '021', '00251', 'x']"
2625,npj Primary Care Respiratory Medicine,articles/s41533-021-00250-y,s41533,"['s41533', '021', '00250', 'y']"
2626,npj Primary Care Respiratory Medicine,articles/s41533-021-00249-5,s41533,"['s41533', '021', '00249', '5']"
2627,npj Primary Care Respiratory Medicine,articles/s41533-021-00246-8,s41533,"['s41533', '021', '00246', '8']"
2628,npj Primary Care Respiratory Medicine,articles/s41533-021-00248-6,s41533,"['s41533', '021', '00248', '6']"
2629,npj Primary Care Respiratory Medicine,articles/s41533-021-00247-7,s41533,"['s41533', '021', '00247', '7']"
2630,npj Primary Care Respiratory Medicine,articles/s41533-021-00244-w,s41533,"['s41533', '021', '00244', 'w']"
2631,npj Primary Care Respiratory Medicine,articles/s41533-021-00245-9,s41533,"['s41533', '021', '00245', '9']"
2632,npj Primary Care Respiratory Medicine,articles/s41533-021-00243-x,s41533,"['s41533', '021', '00243', 'x']"
2633,npj Primary Care Respiratory Medicine,articles/s41533-021-00242-y,s41533,"['s41533', '021', '00242', 'y']"
2634,npj Primary Care Respiratory Medicine,articles/s41533-021-00241-z,s41533,"['s41533', '021', '00241', 'z']"
2635,npj Primary Care Respiratory Medicine,articles/s41533-021-00233-z,s41533,"['s41533', '021', '00233', 'z']"
2636,npj Primary Care Respiratory Medicine,articles/s41533-021-00239-7,s41533,"['s41533', '021', '00239', '7']"
2637,npj Primary Care Respiratory Medicine,articles/s41533-021-00237-9,s41533,"['s41533', '021', '00237', '9']"
2638,npj Primary Care Respiratory Medicine,articles/s41533-021-00234-y,s41533,"['s41533', '021', '00234', 'y']"
2639,npj Primary Care Respiratory Medicine,articles/s41533-021-00236-w,s41533,"['s41533', '021', '00236', 'w']"
2640,npj Quantum Information,articles/s41534-021-00486-z,s41534,"['s41534', '021', '00486', 'z']"
2641,npj Quantum Information,articles/s41534-021-00489-w,s41534,"['s41534', '021', '00489', 'w']"
2642,npj Quantum Information,articles/s41534-021-00476-1,s41534,"['s41534', '021', '00476', '1']"
2643,npj Quantum Information,articles/s41534-021-00485-0,s41534,"['s41534', '021', '00485', '0']"
2644,npj Quantum Information,articles/s41534-021-00483-2,s41534,"['s41534', '021', '00483', '2']"
2645,npj Quantum Information,articles/s41534-021-00479-y,s41534,"['s41534', '021', '00479', 'y']"
2646,npj Quantum Information,articles/s41534-021-00484-1,s41534,"['s41534', '021', '00484', '1']"
2647,npj Quantum Information,articles/s41534-021-00477-0,s41534,"['s41534', '021', '00477', '0']"
2648,npj Quantum Information,articles/s41534-021-00480-5,s41534,"['s41534', '021', '00480', '5']"
2649,npj Quantum Information,articles/s41534-021-00473-4,s41534,"['s41534', '021', '00473', '4']"
2650,npj Quantum Information,articles/s41534-021-00475-2,s41534,"['s41534', '021', '00475', '2']"
2651,npj Quantum Information,articles/s41534-021-00470-7,s41534,"['s41534', '021', '00470', '7']"
2652,npj Quantum Information,articles/s41534-021-00469-0,s41534,"['s41534', '021', '00469', '0']"
2653,npj Quantum Information,articles/s41534-021-00474-3,s41534,"['s41534', '021', '00474', '3']"
2654,npj Quantum Information,articles/s41534-021-00472-5,s41534,"['s41534', '021', '00472', '5']"
2655,npj Quantum Information,articles/s41534-021-00466-3,s41534,"['s41534', '021', '00466', '3']"
2656,npj Quantum Information,articles/s41534-021-00461-8,s41534,"['s41534', '021', '00461', '8']"
2657,npj Quantum Information,articles/s41534-021-00468-1,s41534,"['s41534', '021', '00468', '1']"
2658,npj Quantum Information,articles/s41534-021-00467-2,s41534,"['s41534', '021', '00467', '2']"
2659,npj Quantum Information,articles/s41534-021-00464-5,s41534,"['s41534', '021', '00464', '5']"
2660,npj Quantum Materials,articles/s41535-021-00387-6,s41535,"['s41535', '021', '00387', '6']"
2661,npj Quantum Materials,articles/s41535-021-00390-x,s41535,"['s41535', '021', '00390', 'x']"
2662,npj Quantum Materials,articles/s41535-021-00388-5,s41535,"['s41535', '021', '00388', '5']"
2663,npj Quantum Materials,articles/s41535-021-00384-9,s41535,"['s41535', '021', '00384', '9']"
2664,npj Quantum Materials,articles/s41535-021-00386-7,s41535,"['s41535', '021', '00386', '7']"
2665,npj Quantum Materials,articles/s41535-021-00379-6,s41535,"['s41535', '021', '00379', '6']"
2666,npj Quantum Materials,articles/s41535-021-00383-w,s41535,"['s41535', '021', '00383', 'w']"
2667,npj Quantum Materials,articles/s41535-021-00382-x,s41535,"['s41535', '021', '00382', 'x']"
2668,npj Quantum Materials,articles/s41535-021-00381-y,s41535,"['s41535', '021', '00381', 'y']"
2669,npj Quantum Materials,articles/s41535-021-00380-z,s41535,"['s41535', '021', '00380', 'z']"
2670,npj Quantum Materials,articles/s41535-021-00378-7,s41535,"['s41535', '021', '00378', '7']"
2671,npj Quantum Materials,articles/s41535-021-00377-8,s41535,"['s41535', '021', '00377', '8']"
2672,npj Quantum Materials,articles/s41535-021-00376-9,s41535,"['s41535', '021', '00376', '9']"
2673,npj Quantum Materials,articles/s41535-021-00372-z,s41535,"['s41535', '021', '00372', 'z']"
2674,npj Quantum Materials,articles/s41535-021-00373-y,s41535,"['s41535', '021', '00373', 'y']"
2675,npj Quantum Materials,articles/s41535-021-00374-x,s41535,"['s41535', '021', '00374', 'x']"
2676,npj Quantum Materials,articles/s41535-021-00375-w,s41535,"['s41535', '021', '00375', 'w']"
2677,npj Quantum Materials,articles/s41535-021-00366-x,s41535,"['s41535', '021', '00366', 'x']"
2678,npj Quantum Materials,articles/s41535-021-00369-8,s41535,"['s41535', '021', '00369', '8']"
2679,npj Quantum Materials,articles/s41535-021-00367-w,s41535,"['s41535', '021', '00367', 'w']"
2680,npj Regenerative Medicine,articles/s41536-021-00172-w,s41536,"['s41536', '021', '00172', 'w']"
2681,npj Regenerative Medicine,articles/s41536-021-00168-6,s41536,"['s41536', '021', '00168', '6']"
2682,npj Regenerative Medicine,articles/s41536-021-00171-x,s41536,"['s41536', '021', '00171', 'x']"
2683,npj Regenerative Medicine,articles/s41536-021-00170-y,s41536,"['s41536', '021', '00170', 'y']"
2684,npj Regenerative Medicine,articles/s41536-021-00167-7,s41536,"['s41536', '021', '00167', '7']"
2685,npj Regenerative Medicine,articles/s41536-021-00169-5,s41536,"['s41536', '021', '00169', '5']"
2686,npj Regenerative Medicine,articles/s41536-021-00165-9,s41536,"['s41536', '021', '00165', '9']"
2687,npj Regenerative Medicine,articles/s41536-021-00163-x,s41536,"['s41536', '021', '00163', 'x']"
2688,npj Regenerative Medicine,articles/s41536-021-00166-8,s41536,"['s41536', '021', '00166', '8']"
2689,npj Regenerative Medicine,articles/s41536-021-00161-z,s41536,"['s41536', '021', '00161', 'z']"
2690,npj Regenerative Medicine,articles/s41536-021-00162-y,s41536,"['s41536', '021', '00162', 'y']"
2691,npj Regenerative Medicine,articles/s41536-021-00164-w,s41536,"['s41536', '021', '00164', 'w']"
2692,npj Regenerative Medicine,articles/s41536-021-00160-0,s41536,"['s41536', '021', '00160', '0']"
2693,npj Regenerative Medicine,articles/s41536-021-00158-8,s41536,"['s41536', '021', '00158', '8']"
2694,npj Regenerative Medicine,articles/s41536-021-00159-7,s41536,"['s41536', '021', '00159', '7']"
2695,npj Regenerative Medicine,articles/s41536-021-00157-9,s41536,"['s41536', '021', '00157', '9']"
2696,npj Regenerative Medicine,articles/s41536-021-00155-x,s41536,"['s41536', '021', '00155', 'x']"
2697,npj Regenerative Medicine,articles/s41536-021-00156-w,s41536,"['s41536', '021', '00156', 'w']"
2698,npj Regenerative Medicine,articles/s41536-021-00153-z,s41536,"['s41536', '021', '00153', 'z']"
2699,npj Regenerative Medicine,articles/s41536-021-00154-y,s41536,"['s41536', '021', '00154', 'y']"
2700,npj Schizophrenia,articles/s41537-021-00173-0,s41537,"['s41537', '021', '00173', '0']"
2701,npj Schizophrenia,articles/s41537-021-00178-9,s41537,"['s41537', '021', '00178', '9']"
2702,npj Schizophrenia,articles/s41537-021-00177-w,s41537,"['s41537', '021', '00177', 'w']"
2703,npj Schizophrenia,articles/s41537-021-00176-x,s41537,"['s41537', '021', '00176', 'x']"
2704,npj Schizophrenia,articles/s41537-021-00175-y,s41537,"['s41537', '021', '00175', 'y']"
2705,npj Schizophrenia,articles/s41537-021-00174-z,s41537,"['s41537', '021', '00174', 'z']"
2706,npj Schizophrenia,articles/s41537-021-00171-2,s41537,"['s41537', '021', '00171', '2']"
2707,npj Schizophrenia,articles/s41537-021-00172-1,s41537,"['s41537', '021', '00172', '1']"
2708,npj Schizophrenia,articles/s41537-021-00168-x,s41537,"['s41537', '021', '00168', 'x']"
2709,npj Schizophrenia,articles/s41537-021-00165-0,s41537,"['s41537', '021', '00165', '0']"
2710,npj Schizophrenia,articles/s41537-021-00170-3,s41537,"['s41537', '021', '00170', '3']"
2711,npj Schizophrenia,articles/s41537-021-00167-y,s41537,"['s41537', '021', '00167', 'y']"
2712,npj Schizophrenia,articles/s41537-021-00169-w,s41537,"['s41537', '021', '00169', 'w']"
2713,npj Schizophrenia,articles/s41537-021-00166-z,s41537,"['s41537', '021', '00166', 'z']"
2714,npj Schizophrenia,articles/s41537-021-00164-1,s41537,"['s41537', '021', '00164', '1']"
2715,npj Schizophrenia,articles/s41537-021-00162-3,s41537,"['s41537', '021', '00162', '3']"
2716,npj Schizophrenia,articles/s41537-021-00163-2,s41537,"['s41537', '021', '00163', '2']"
2717,npj Schizophrenia,articles/s41537-021-00157-0,s41537,"['s41537', '021', '00157', '0']"
2718,npj Schizophrenia,articles/s41537-021-00161-4,s41537,"['s41537', '021', '00161', '4']"
2719,npj Schizophrenia,articles/s41537-021-00160-5,s41537,"['s41537', '021', '00160', '5']"
2720,npj Science of Food,articles/s41538-021-00108-0,s41538,"['s41538', '021', '00108', '0']"
2721,npj Science of Food,articles/s41538-021-00109-z,s41538,"['s41538', '021', '00109', 'z']"
2722,npj Science of Food,articles/s41538-021-00107-1,s41538,"['s41538', '021', '00107', '1']"
2723,npj Science of Food,articles/s41538-021-00110-6,s41538,"['s41538', '021', '00110', '6']"
2724,npj Science of Food,articles/s41538-021-00103-5,s41538,"['s41538', '021', '00103', '5']"
2725,npj Science of Food,articles/s41538-021-00101-7,s41538,"['s41538', '021', '00101', '7']"
2726,npj Science of Food,articles/s41538-021-00102-6,s41538,"['s41538', '021', '00102', '6']"
2727,npj Science of Food,articles/s41538-021-00105-3,s41538,"['s41538', '021', '00105', '3']"
2728,npj Science of Food,articles/s41538-021-00104-4,s41538,"['s41538', '021', '00104', '4']"
2729,npj Science of Food,articles/s41538-021-00100-8,s41538,"['s41538', '021', '00100', '8']"
2730,npj Science of Food,articles/s41538-021-00097-0,s41538,"['s41538', '021', '00097', '0']"
2731,npj Science of Food,articles/s41538-021-00098-z,s41538,"['s41538', '021', '00098', 'z']"
2732,npj Science of Food,articles/s41538-021-00099-y,s41538,"['s41538', '021', '00099', 'y']"
2733,npj Science of Food,articles/s41538-021-00094-3,s41538,"['s41538', '021', '00094', '3']"
2734,npj Science of Food,articles/s41538-021-00096-1,s41538,"['s41538', '021', '00096', '1']"
2735,npj Science of Food,articles/s41538-021-00093-4,s41538,"['s41538', '021', '00093', '4']"
2736,npj Science of Food,articles/s41538-021-00091-6,s41538,"['s41538', '021', '00091', '6']"
2737,npj Science of Food,articles/s41538-021-00095-2,s41538,"['s41538', '021', '00095', '2']"
2738,npj Science of Food,articles/s41538-021-00092-5,s41538,"['s41538', '021', '00092', '5']"
2739,npj Science of Food,articles/s41538-021-00088-1,s41538,"['s41538', '021', '00088', '1']"
2740,npj Science of Learning,articles/s41539-021-00107-6,s41539,"['s41539', '021', '00107', '6']"
2741,npj Science of Learning,articles/s41539-021-00104-9,s41539,"['s41539', '021', '00104', '9']"
2742,npj Science of Learning,articles/s41539-021-00106-7,s41539,"['s41539', '021', '00106', '7']"
2743,npj Science of Learning,articles/s41539-021-00105-8,s41539,"['s41539', '021', '00105', '8']"
2744,npj Science of Learning,articles/s41539-021-00102-x,s41539,"['s41539', '021', '00102', 'x']"
2745,npj Science of Learning,articles/s41539-021-00103-w,s41539,"['s41539', '021', '00103', 'w']"
2746,npj Science of Learning,articles/s41539-021-00101-y,s41539,"['s41539', '021', '00101', 'y']"
2747,npj Science of Learning,articles/s41539-021-00099-3,s41539,"['s41539', '021', '00099', '3']"
2748,npj Science of Learning,articles/s41539-021-00100-z,s41539,"['s41539', '021', '00100', 'z']"
2749,npj Science of Learning,articles/s41539-021-00094-8,s41539,"['s41539', '021', '00094', '8']"
2750,npj Science of Learning,articles/s41539-021-00093-9,s41539,"['s41539', '021', '00093', '9']"
2751,npj Science of Learning,articles/s41539-021-00097-5,s41539,"['s41539', '021', '00097', '5']"
2752,npj Science of Learning,articles/s41539-021-00098-4,s41539,"['s41539', '021', '00098', '4']"
2753,npj Science of Learning,articles/s41539-021-00092-w,s41539,"['s41539', '021', '00092', 'w']"
2754,npj Science of Learning,articles/s41539-021-00095-7,s41539,"['s41539', '021', '00095', '7']"
2755,npj Science of Learning,articles/s41539-021-00089-5,s41539,"['s41539', '021', '00089', '5']"
2756,npj Science of Learning,articles/s41539-021-00096-6,s41539,"['s41539', '021', '00096', '6']"
2757,npj Science of Learning,articles/s41539-021-00090-y,s41539,"['s41539', '021', '00090', 'y']"
2758,npj Science of Learning,articles/s41539-021-00091-x,s41539,"['s41539', '021', '00091', 'x']"
2759,npj Science of Learning,articles/s41539-021-00088-6,s41539,"['s41539', '021', '00088', '6']"
2760,npj Systems Biology and Applications,articles/s41540-021-00198-2,s41540,"['s41540', '021', '00198', '2']"
2761,npj Systems Biology and Applications,articles/s41540-021-00195-5,s41540,"['s41540', '021', '00195', '5']"
2762,npj Systems Biology and Applications,articles/s41540-021-00196-4,s41540,"['s41540', '021', '00196', '4']"
2763,npj Systems Biology and Applications,articles/s41540-021-00193-7,s41540,"['s41540', '021', '00193', '7']"
2764,npj Systems Biology and Applications,articles/s41540-021-00194-6,s41540,"['s41540', '021', '00194', '6']"
2765,npj Systems Biology and Applications,articles/s41540-021-00192-8,s41540,"['s41540', '021', '00192', '8']"
2766,npj Systems Biology and Applications,articles/s41540-021-00190-w,s41540,"['s41540', '021', '00190', 'w']"
2767,npj Systems Biology and Applications,articles/s41540-021-00188-4,s41540,"['s41540', '021', '00188', '4']"
2768,npj Systems Biology and Applications,articles/s41540-021-00189-3,s41540,"['s41540', '021', '00189', '3']"
2769,npj Systems Biology and Applications,articles/s41540-021-00187-5,s41540,"['s41540', '021', '00187', '5']"
2770,npj Systems Biology and Applications,articles/s41540-021-00182-w,s41540,"['s41540', '021', '00182', 'w']"
2771,npj Systems Biology and Applications,articles/s41540-021-00185-7,s41540,"['s41540', '021', '00185', '7']"
2772,npj Systems Biology and Applications,articles/s41540-021-00184-8,s41540,"['s41540', '021', '00184', '8']"
2773,npj Systems Biology and Applications,articles/s41540-021-00186-6,s41540,"['s41540', '021', '00186', '6']"
2774,npj Systems Biology and Applications,articles/s41540-021-00180-y,s41540,"['s41540', '021', '00180', 'y']"
2775,npj Systems Biology and Applications,articles/s41540-021-00183-9,s41540,"['s41540', '021', '00183', '9']"
2776,npj Systems Biology and Applications,articles/s41540-021-00181-x,s41540,"['s41540', '021', '00181', 'x']"
2777,npj Systems Biology and Applications,articles/s41540-021-00179-5,s41540,"['s41540', '021', '00179', '5']"
2778,npj Systems Biology and Applications,articles/s41540-021-00178-6,s41540,"['s41540', '021', '00178', '6']"
2779,npj Systems Biology and Applications,articles/s41540-021-00177-7,s41540,"['s41540', '021', '00177', '7']"
2780,npj Urban Sustainability,articles/s42949-021-00039-5,s42949,"['s42949', '021', '00039', '5']"
2781,npj Urban Sustainability,articles/s42949-021-00038-6,s42949,"['s42949', '021', '00038', '6']"
2782,npj Urban Sustainability,articles/s42949-021-00037-7,s42949,"['s42949', '021', '00037', '7']"
2783,npj Urban Sustainability,articles/s42949-021-00031-z,s42949,"['s42949', '021', '00031', 'z']"
2784,npj Urban Sustainability,articles/s42949-021-00036-8,s42949,"['s42949', '021', '00036', '8']"
2785,npj Urban Sustainability,articles/s42949-021-00034-w,s42949,"['s42949', '021', '00034', 'w']"
2786,npj Urban Sustainability,articles/s42949-021-00032-y,s42949,"['s42949', '021', '00032', 'y']"
2787,npj Urban Sustainability,articles/s42949-021-00030-0,s42949,"['s42949', '021', '00030', '0']"
2788,npj Urban Sustainability,articles/s42949-021-00033-x,s42949,"['s42949', '021', '00033', 'x']"
2789,npj Urban Sustainability,articles/s42949-021-00029-7,s42949,"['s42949', '021', '00029', '7']"
2790,npj Urban Sustainability,articles/s42949-021-00028-8,s42949,"['s42949', '021', '00028', '8']"
2791,npj Urban Sustainability,articles/s42949-021-00027-9,s42949,"['s42949', '021', '00027', '9']"
2792,npj Urban Sustainability,articles/s42949-021-00035-9,s42949,"['s42949', '021', '00035', '9']"
2793,npj Urban Sustainability,articles/s42949-021-00025-x,s42949,"['s42949', '021', '00025', 'x']"
2794,npj Urban Sustainability,articles/s42949-021-00021-1,s42949,"['s42949', '021', '00021', '1']"
2795,npj Urban Sustainability,articles/s42949-021-00020-2,s42949,"['s42949', '021', '00020', '2']"
2796,npj Urban Sustainability,articles/s42949-021-00023-z,s42949,"['s42949', '021', '00023', 'z']"
2797,npj Urban Sustainability,articles/s42949-021-00014-0,s42949,"['s42949', '021', '00014', '0']"
2798,npj Urban Sustainability,articles/s42949-020-00002-w,s42949,"['s42949', '020', '00002', 'w']"
2799,npj Urban Sustainability,articles/s42949-020-00005-7,s42949,"['s42949', '020', '00005', '7']"
2800,npj Vaccines,articles/s41541-021-00382-9,s41541,"['s41541', '021', '00382', '9']"
2801,npj Vaccines,articles/s41541-021-00380-x,s41541,"['s41541', '021', '00380', 'x']"
2802,npj Vaccines,articles/s41541-021-00381-w,s41541,"['s41541', '021', '00381', 'w']"
2803,npj Vaccines,articles/s41541-021-00379-4,s41541,"['s41541', '021', '00379', '4']"
2804,npj Vaccines,articles/s41541-021-00363-y,s41541,"['s41541', '021', '00363', 'y']"
2805,npj Vaccines,articles/s41541-021-00378-5,s41541,"['s41541', '021', '00378', '5']"
2806,npj Vaccines,articles/s41541-021-00376-7,s41541,"['s41541', '021', '00376', '7']"
2807,npj Vaccines,articles/s41541-021-00371-y,s41541,"['s41541', '021', '00371', 'y']"
2808,npj Vaccines,articles/s41541-021-00372-x,s41541,"['s41541', '021', '00372', 'x']"
2809,npj Vaccines,articles/s41541-021-00375-8,s41541,"['s41541', '021', '00375', '8']"
2810,npj Vaccines,articles/s41541-021-00373-w,s41541,"['s41541', '021', '00373', 'w']"
2811,npj Vaccines,articles/s41541-021-00365-w,s41541,"['s41541', '021', '00365', 'w']"
2812,npj Vaccines,articles/s41541-021-00374-9,s41541,"['s41541', '021', '00374', '9']"
2813,npj Vaccines,articles/s41541-021-00358-9,s41541,"['s41541', '021', '00358', '9']"
2814,npj Vaccines,articles/s41541-021-00370-z,s41541,"['s41541', '021', '00370', 'z']"
2815,npj Vaccines,articles/s41541-021-00364-x,s41541,"['s41541', '021', '00364', 'x']"
2816,npj Vaccines,articles/s41541-021-00369-6,s41541,"['s41541', '021', '00369', '6']"
2817,npj Vaccines,articles/s41541-021-00368-7,s41541,"['s41541', '021', '00368', '7']"
2818,npj Vaccines,articles/s41541-021-00367-8,s41541,"['s41541', '021', '00367', '8']"
2819,npj Vaccines,articles/s41541-021-00366-9,s41541,"['s41541', '021', '00366', '9']"
2820,Nutrition & Diabetes,articles/s41387-021-00174-z,s41387,"['s41387', '021', '00174', 'z']"
2821,Nutrition & Diabetes,articles/s41387-021-00173-0,s41387,"['s41387', '021', '00173', '0']"
2822,Nutrition & Diabetes,articles/s41387-021-00171-2,s41387,"['s41387', '021', '00171', '2']"
2823,Nutrition & Diabetes,articles/s41387-021-00172-1,s41387,"['s41387', '021', '00172', '1']"
2824,Nutrition & Diabetes,articles/s41387-021-00169-w,s41387,"['s41387', '021', '00169', 'w']"
2825,Nutrition & Diabetes,articles/s41387-021-00168-x,s41387,"['s41387', '021', '00168', 'x']"
2826,Nutrition & Diabetes,articles/s41387-021-00167-y,s41387,"['s41387', '021', '00167', 'y']"
2827,Nutrition & Diabetes,articles/s41387-021-00166-z,s41387,"['s41387', '021', '00166', 'z']"
2828,Nutrition & Diabetes,articles/s41387-021-00162-3,s41387,"['s41387', '021', '00162', '3']"
2829,Nutrition & Diabetes,articles/s41387-021-00163-2,s41387,"['s41387', '021', '00163', '2']"
2830,Nutrition & Diabetes,articles/s41387-021-00165-0,s41387,"['s41387', '021', '00165', '0']"
2831,Nutrition & Diabetes,articles/s41387-021-00164-1,s41387,"['s41387', '021', '00164', '1']"
2832,Nutrition & Diabetes,articles/s41387-021-00159-y,s41387,"['s41387', '021', '00159', 'y']"
2833,Nutrition & Diabetes,articles/s41387-021-00161-4,s41387,"['s41387', '021', '00161', '4']"
2834,Nutrition & Diabetes,articles/s41387-021-00160-5,s41387,"['s41387', '021', '00160', '5']"
2835,Nutrition & Diabetes,articles/s41387-021-00158-z,s41387,"['s41387', '021', '00158', 'z']"
2836,Nutrition & Diabetes,articles/s41387-021-00157-0,s41387,"['s41387', '021', '00157', '0']"
2837,Nutrition & Diabetes,articles/s41387-021-00156-1,s41387,"['s41387', '021', '00156', '1']"
2838,Nutrition & Diabetes,articles/s41387-021-00154-3,s41387,"['s41387', '021', '00154', '3']"
2839,Nutrition & Diabetes,articles/s41387-021-00155-2,s41387,"['s41387', '021', '00155', '2']"
2840,Oncogene,articles/s41388-021-02045-4,s41388,"['s41388', '021', '02045', '4']"
2841,Oncogene,articles/s41388-021-02050-7,s41388,"['s41388', '021', '02050', '7']"
2842,Oncogene,articles/s41388-021-02046-3,s41388,"['s41388', '021', '02046', '3']"
2843,Oncogene,articles/s41388-021-01941-z,s41388,"['s41388', '021', '01941', 'z']"
2844,Oncogene,articles/s41388-021-02037-4,s41388,"['s41388', '021', '02037', '4']"
2845,Oncogene,articles/s41388-021-02025-8,s41388,"['s41388', '021', '02025', '8']"
2846,Oncogene,articles/s41388-021-01882-7,s41388,"['s41388', '021', '01882', '7']"
2847,Oncogene,articles/s41388-021-02049-0,s41388,"['s41388', '021', '02049', '0']"
2848,Oncogene,articles/s41388-021-02041-8,s41388,"['s41388', '021', '02041', '8']"
2849,Oncogene,articles/s41388-021-01938-8,s41388,"['s41388', '021', '01938', '8']"
2850,Oncogene,articles/s41388-021-02033-8,s41388,"['s41388', '021', '02033', '8']"
2851,Oncogene,articles/s41388-021-02036-5,s41388,"['s41388', '021', '02036', '5']"
2852,Oncogene,articles/s41388-021-02027-6,s41388,"['s41388', '021', '02027', '6']"
2853,Oncogene,articles/s41388-021-02026-7,s41388,"['s41388', '021', '02026', '7']"
2854,Oncogene,articles/s41388-021-01872-9,s41388,"['s41388', '021', '01872', '9']"
2855,Oncogene,articles/s41388-021-02023-w,s41388,"['s41388', '021', '02023', 'w']"
2856,Oncogene,articles/s41388-021-02030-x,s41388,"['s41388', '021', '02030', 'x']"
2857,Oncogene,articles/s41388-021-02035-6,s41388,"['s41388', '021', '02035', '6']"
2858,Oncogene,articles/s41388-021-02031-w,s41388,"['s41388', '021', '02031', 'w']"
2859,Oncogene,articles/s41388-021-02034-7,s41388,"['s41388', '021', '02034', '7']"
2860,Oncogenesis,articles/s41389-021-00355-6,s41389,"['s41389', '021', '00355', '6']"
