,ALL_EXT_PATH
1234,"['s43856', '021', '00019', 'x']"
1235,"['s43856', '021', '00020', '4']"
1236,"['s43856', '021', '00020', '4']"
1237,"['s43856', '021', '00017', 'z']"
1238,"['s43856', '021', '00017', 'z']"
1239,"['s42005', '021', '00729', '7']"
1240,"['s42005', '021', '00729', '7']"
1241,"['s42005', '021', '00722', '0']"
1242,"['s42005', '021', '00722', '0']"
1243,"['s42005', '021', '00723', 'z']"
1244,"['s42005', '021', '00723', 'z']"
1245,"['s42005', '021', '00724', 'y']"
1246,"['s42005', '021', '00724', 'y']"
1247,"['s42005', '021', '00728', '8']"
1248,"['s42005', '021', '00728', '8']"
1249,"['s42005', '021', '00719', '9']"
1250,"['s42005', '021', '00719', '9']"
1251,"['s42005', '021', '00726', 'w']"
1252,"['s42005', '021', '00726', 'w']"
1253,"['s42005', '021', '00721', '1']"
1254,"['s42005', '021', '00721', '1']"
1255,"['s42005', '021', '00710', '4']"
1256,"['s42005', '021', '00710', '4']"
1257,"['s42005', '021', '00712', '2']"
1258,"['s42005', '021', '00712', '2']"
1259,"['s42005', '021', '00718', 'w']"
1260,"['s42005', '021', '00718', 'w']"
1261,"['s42005', '021', '00711', '3']"
1262,"['s42005', '021', '00711', '3']"
1263,"['s42005', '021', '00717', 'x']"
1264,"['s42005', '021', '00717', 'x']"
1265,"['s42005', '021', '00715', 'z']"
1266,"['s42005', '021', '00715', 'z']"
1267,"['s42005', '021', '00702', '4']"
1268,"['s42005', '021', '00702', '4']"
1269,"['s42005', '021', '00716', 'y']"
1270,"['s42005', '021', '00716', 'y']"
1271,"['s42005', '021', '00720', '2']"
1272,"['s42005', '021', '00720', '2']"
1273,"['s42005', '021', '00714', '0']"
1274,"['s42005', '021', '00714', '0']"
1275,"['s42005', '021', '00713', '1']"
1276,"['s42005', '021', '00713', '1']"
1277,"['s42005', '021', '00700', '6']"
1278,"['s42005', '021', '00700', '6']"
1279,"['s41430', '021', '01018', 'w']"
1280,"['s41430', '021', '01018', 'w']"
1281,"['s41430', '021', '01018', 'w']"
1282,"['s41430', '021', '01018', 'w']"
1283,"['s41430', '021', '01018', 'w']"
1284,"['s41430', '021', '01018', 'w']"
1285,"['s41430', '021', '01020', '2']"
1286,"['s41430', '021', '01020', '2']"
1287,"['s41430', '021', '01020', '2']"
1288,"['s41430', '021', '01020', '2']"
1289,"['s41430', '021', '01020', '2']"
1290,"['s41430', '021', '01020', '2']"
1291,"['s41430', '021', '01016', 'y']"
1292,"['s41430', '021', '01016', 'y']"
1293,"['s41430', '021', '01016', 'y']"
1294,"['s41430', '021', '01016', 'y']"
1295,"['s41430', '021', '01016', 'y']"
1296,"['s41430', '021', '01016', 'y']"
1297,"['s41430', '021', '01021', '1']"
1298,"['s41430', '021', '01021', '1']"
1299,"['s41430', '021', '01021', '1']"
1300,"['s41430', '021', '01021', '1']"
1301,"['s41430', '021', '01021', '1']"
1302,"['s41430', '021', '01021', '1']"
1303,"['s41430', '021', '01017', 'x']"
1304,"['s41430', '021', '01017', 'x']"
1305,"['s41430', '021', '01017', 'x']"
1306,"['s41430', '021', '01017', 'x']"
1307,"['s41430', '021', '01017', 'x']"
1308,"['s41430', '021', '01017', 'x']"
1309,"['s41430', '021', '00991', '6']"
1310,"['s41430', '021', '00991', '6']"
1311,"['s41430', '021', '01009', 'x']"
1312,"['s41430', '021', '01009', 'x']"
1313,"['s41430', '021', '01009', 'x']"
1314,"['s41430', '021', '01009', 'x']"
1315,"['s41430', '021', '01009', 'x']"
1316,"['s41430', '021', '01009', 'x']"
1317,"['s41430', '021', '01007', 'z']"
1318,"['s41430', '021', '01007', 'z']"
1319,"['s41430', '021', '01007', 'z']"
1320,"['s41430', '021', '01007', 'z']"
1321,"['s41430', '021', '01007', 'z']"
1322,"['s41430', '021', '01007', 'z']"
1323,"['s41430', '021', '01010', '4']"
1324,"['s41430', '021', '01010', '4']"
1325,"['s41430', '021', '01010', '4']"
1326,"['s41430', '021', '01010', '4']"
1327,"['s41430', '021', '01010', '4']"
1328,"['s41430', '021', '01010', '4']"
1329,"['s41430', '021', '01005', '1']"
1330,"['s41430', '021', '01005', '1']"
1331,"['s41430', '021', '01005', '1']"
1332,"['s41430', '021', '01005', '1']"
1333,"['s41430', '021', '01005', '1']"
1334,"['s41430', '021', '01005', '1']"
1335,"['s41430', '021', '01008', 'y']"
1336,"['s41430', '021', '01008', 'y']"
1337,"['s41430', '021', '01008', 'y']"
1338,"['s41430', '021', '01008', 'y']"
1339,"['s41430', '021', '01008', 'y']"
1340,"['s41430', '021', '01008', 'y']"
1341,"['s41430', '021', '01006', '0']"
1342,"['s41430', '021', '01006', '0']"
1343,"['s41430', '021', '01006', '0']"
1344,"['s41430', '021', '01006', '0']"
1345,"['s41430', '021', '01006', '0']"
1346,"['s41430', '021', '01006', '0']"
1347,"['s41430', '021', '00975', '6']"
1348,"['s41430', '021', '00975', '6']"
1349,"['s41430', '021', '00975', '6']"
1350,"['s41430', '021', '00975', '6']"
1351,"['s41430', '021', '00975', '6']"
1352,"['s41430', '021', '00975', '6']"
1353,"['s41430', '021', '01004', '2']"
1354,"['s41430', '021', '01004', '2']"
1355,"['s41430', '021', '01004', '2']"
1356,"['s41430', '021', '01004', '2']"
1357,"['s41430', '021', '01004', '2']"
1358,"['s41430', '021', '01004', '2']"
1359,"['s41430', '021', '00936', 'z']"
1360,"['s41430', '021', '00936', 'z']"
1361,"['s41430', '021', '00936', 'z']"
1362,"['s41430', '021', '00936', 'z']"
1363,"['s41430', '021', '00936', 'z']"
1364,"['s41430', '021', '00936', 'z']"
1365,"['s41430', '021', '01000', '6']"
1366,"['s41430', '021', '01000', '6']"
1367,"['s41430', '021', '01003', '3']"
1368,"['s41430', '021', '01003', '3']"
1369,"['s41430', '021', '01003', '3']"
1370,"['s41430', '021', '01003', '3']"
1371,"['s41430', '021', '01003', '3']"
1372,"['s41430', '021', '01003', '3']"
1373,"['s41430', '021', '00995', '2']"
1374,"['s41430', '021', '00995', '2']"
1375,"['s41430', '021', '01001', '5']"
1376,"['s41430', '021', '01001', '5']"
1377,"['s41430', '021', '01001', '5']"
1378,"['s41430', '021', '01001', '5']"
1379,"['s41430', '021', '01001', '5']"
1380,"['s41430', '021', '01001', '5']"
1381,"['s41430', '021', '00993', '4']"
1382,"['s41430', '021', '00993', '4']"
1383,"['s41431', '021', '00967', 'x']"
1384,"['s41431', '021', '00967', 'x']"
1385,"['s41431', '021', '00972', '0']"
1386,"['s41431', '021', '00972', '0']"
1387,"['s41431', '021', '00979', '7']"
1388,"['s41431', '021', '00979', '7']"
1389,"['s41431', '021', '00975', 'x']"
1390,"['s41431', '021', '00975', 'x']"
1391,"['s41431', '021', '00973', 'z']"
1392,"['s41431', '021', '00973', 'z']"
1393,"['s41431', '021', '00973', 'z']"
1394,"['s41431', '021', '00973', 'z']"
1395,"['s41431', '021', '00973', 'z']"
1396,"['s41431', '021', '00973', 'z']"
1397,"['s41431', '021', '00970', '2']"
1398,"['s41431', '021', '00970', '2']"
1399,"['s41431', '021', '00974', 'y']"
1400,"['s41431', '021', '00974', 'y']"
1401,"['s41431', '021', '00971', '1']"
1402,"['s41431', '021', '00971', '1']"
1403,"['s41431', '021', '00971', '1']"
1404,"['s41431', '021', '00969', '9']"
1405,"['s41431', '021', '00969', '9']"
1406,"['s41431', '021', '00962', '2']"
1407,"['s41431', '021', '00962', '2']"
1408,"['s41431', '021', '00953', '3']"
1409,"['s41431', '021', '00953', '3']"
1410,"['s41431', '021', '00953', '3']"
1411,"['s41431', '021', '00953', '3']"
1412,"['s41431', '021', '00953', '3']"
1413,"['s41431', '021', '00953', '3']"
1414,"['s41431', '021', '00953', '3']"
1415,"['s41431', '021', '00963', '1']"
1416,"['s41431', '021', '00963', '1']"
1417,"['s41431', '021', '00963', '1']"
1418,"['s41431', '021', '00963', '1']"
1419,"['s41431', '021', '00963', '1']"
1420,"['s41431', '021', '00963', '1']"
1421,"['s41431', '021', '00965', 'z']"
1422,"['s41431', '021', '00965', 'z']"
1423,"['s41431', '021', '00965', 'z']"
1424,"['s41431', '021', '00965', 'z']"
1425,"['s41431', '021', '00965', 'z']"
1426,"['s41431', '021', '00965', 'z']"
1427,"['s41431', '021', '00965', 'z']"
1428,"['s41431', '021', '00960', '4']"
1429,"['s41431', '021', '00960', '4']"
1430,"['s41431', '021', '00960', '4']"
1431,"['s41431', '021', '00960', '4']"
1432,"['s41431', '021', '00960', '4']"
1433,"['s41431', '021', '00960', '4']"
1434,"['s41431', '021', '00959', 'x']"
1435,"['s41431', '021', '00959', 'x']"
1436,"['s41431', '021', '00955', '1']"
1437,"['s41431', '021', '00955', '1']"
1438,"['s41431', '021', '00955', '1']"
1439,"['s41431', '021', '00955', '1']"
1440,"['s41431', '021', '00955', '1']"
1441,"['s41431', '021', '00955', '1']"
1442,"['s41431', '021', '00958', 'y']"
1443,"['s41431', '021', '00958', 'y']"
1444,"['s41431', '021', '00958', 'y']"
1445,"['s41431', '021', '00957', 'z']"
1446,"['s41431', '021', '00957', 'z']"
1447,"['s41431', '021', '00956', '0']"
1448,"['s41431', '021', '00956', '0']"
1449,"['s41431', '021', '00956', '0']"
1450,"['s41431', '021', '00956', '0']"
1451,"['s41431', '021', '00956', '0']"
1452,"['s41431', '021', '00956', '0']"
1453,"['s41431', '021', '00956', '0']"
1454,"['s41431', '021', '00954', '2']"
1455,"['s41431', '021', '00954', '2']"
1456,"['s41432', '021', '0189', '8']"
1457,"['s41432', '021', '0189', '8']"
1458,"['s41432', '021', '0191', '1']"
1459,"['s41432', '021', '0191', '1']"
1460,"['s41432', '021', '0191', '1']"
1461,"['s41432', '021', '0197', '8']"
1462,"['s41432', '021', '0197', '8']"
1463,"['s41432', '021', '0197', '8']"
1464,"['s41432', '021', '0197', '8']"
1465,"['s41432', '021', '0197', '8']"
1466,"['s41432', '021', '0197', '8']"
1467,"['s41432', '021', '0202', '2']"
1468,"['s41432', '021', '0202', '2']"
1469,"['s41432', '021', '0202', '2']"
1470,"['s41432', '021', '0202', '2']"
1471,"['s41432', '021', '0202', '2']"
1472,"['s41432', '021', '0202', '2']"
1473,"['s41432', '021', '0194', 'y']"
1474,"['s41432', '021', '0194', 'y']"
1475,"['s41432', '021', '0194', 'y']"
1476,"['s41432', '021', '0192', '0']"
1477,"['s41432', '021', '0192', '0']"
1478,"['s41432', '021', '0192', '0']"
1479,"['s41432', '021', '0192', '0']"
1480,"['s41432', '021', '0192', '0']"
1481,"['s41432', '021', '0192', '0']"
1482,"['s41432', '021', '0198', '7']"
1483,"['s41432', '021', '0198', '7']"
1484,"['s41432', '021', '0198', '7']"
1485,"['s41432', '021', '0198', '7']"
1486,"['s41432', '021', '0198', '7']"
1487,"['s41432', '021', '0198', '7']"
1488,"['s41432', '021', '0200', '4']"
1489,"['s41432', '021', '0200', '4']"
1490,"['s41432', '021', '0200', '4']"
1491,"['s41432', '021', '0200', '4']"
1492,"['s41432', '021', '0200', '4']"
1493,"['s41432', '021', '0200', '4']"
1494,"['s41432', '021', '0203', '1']"
1495,"['s41432', '021', '0203', '1']"
1496,"['s41432', '021', '0203', '1']"
1497,"['s41432', '021', '0203', '1']"
1498,"['s41432', '021', '0203', '1']"
1499,"['s41432', '021', '0203', '1']"
1500,"['s41432', '021', '0190', '2']"
1501,"['s41432', '021', '0190', '2']"
1502,"['s41432', '021', '0190', '2']"
1503,"['s41432', '021', '0196', '9']"
1504,"['s41432', '021', '0196', '9']"
1505,"['s41432', '021', '0196', '9']"
1506,"['s41432', '021', '0196', '9']"
1507,"['s41432', '021', '0196', '9']"
1508,"['s41432', '021', '0196', '9']"
1509,"['s41432', '021', '0195', 'x']"
1510,"['s41432', '021', '0195', 'x']"
1511,"['s41432', '021', '0195', 'x']"
1512,"['s41432', '021', '0195', 'x']"
1513,"['s41432', '021', '0195', 'x']"
1514,"['s41432', '021', '0195', 'x']"
1515,"['s41432', '021', '0199', '6']"
1516,"['s41432', '021', '0199', '6']"
1517,"['s41432', '021', '0199', '6']"
1518,"['s41432', '021', '0199', '6']"
1519,"['s41432', '021', '0199', '6']"
1520,"['s41432', '021', '0199', '6']"
1521,"['s41432', '021', '0201', '3']"
1522,"['s41432', '021', '0201', '3']"
1523,"['s41432', '021', '0201', '3']"
1524,"['s41432', '021', '0193', 'z']"
1525,"['s41432', '021', '0193', 'z']"
1526,"['s41432', '021', '0193', 'z']"
1527,"['s41432', '021', '0193', 'z']"
1528,"['s41432', '021', '0193', 'z']"
1529,"['s41432', '021', '0193', 'z']"
1530,"['s41432', '021', '0204', '0']"
1531,"['s41432', '021', '0204', '0']"
1532,"['s41432', '021', '0204', '0']"
1533,"['s41432', '021', '0204', '0']"
1534,"['s41432', '021', '0204', '0']"
1535,"['s41432', '021', '0204', '0']"
1536,"['s41432', '021', '0188', '9']"
1537,"['s41432', '021', '0188', '9']"
1538,"['s41432', '021', '0188', '9']"
1539,"['s41432', '021', '0188', '9']"
1540,"['s41432', '021', '0188', '9']"
1541,"['s41432', '021', '0188', '9']"
1542,"['s41432', '021', '0187', 'x']"
1543,"['s41432', '021', '0187', 'x']"
1544,"['s41432', '021', '0187', 'x']"
1545,"['s41432', '021', '0169', 'z']"
1546,"['s41432', '021', '0169', 'z']"
1547,"['s41432', '021', '0169', 'z']"
1548,"['s41432', '021', '0181', '3']"
1549,"['s41432', '021', '0181', '3']"
1550,"['s41432', '021', '0181', '3']"
1551,"['s12276', '021', '00682', 'z']"
1552,"['s12276', '021', '00682', 'z']"
1553,"['s12276', '021', '00684', 'x']"
1554,"['s12276', '021', '00684', 'x']"
1555,"['s12276', '021', '00681', '0']"
1556,"['s12276', '021', '00681', '0']"
1557,"['s12276', '021', '00674', 'z']"
1558,"['s12276', '021', '00674', 'z']"
1559,"['s12276', '021', '00678', '9']"
1560,"['s12276', '021', '00678', '9']"
1561,"['s12276', '021', '00679', '8']"
1562,"['s12276', '021', '00679', '8']"
1563,"['s12276', '021', '00675', 'y']"
1564,"['s12276', '021', '00675', 'y']"
1565,"['s12276', '021', '00676', 'x']"
1566,"['s12276', '021', '00676', 'x']"
1567,"['s12276', '021', '00669', 'w']"
1568,"['s12276', '021', '00669', 'w']"
1569,"['s12276', '021', '00672', '1']"
1570,"['s12276', '021', '00672', '1']"
1571,"['s12276', '021', '00670', '3']"
1572,"['s12276', '021', '00670', '3']"
1573,"['s12276', '021', '00673', '0']"
1574,"['s12276', '021', '00673', '0']"
1575,"['s12276', '021', '00671', '2']"
1576,"['s12276', '021', '00671', '2']"
1577,"['s12276', '021', '00662', '3']"
1578,"['s12276', '021', '00662', '3']"
1579,"['s12276', '021', '00668', 'x']"
1580,"['s12276', '021', '00668', 'x']"
1581,"['s12276', '021', '00665', '0']"
1582,"['s12276', '021', '00665', '0']"
1583,"['s12276', '021', '00667', 'y']"
1584,"['s12276', '021', '00667', 'y']"
1585,"['s12276', '021', '00655', '2']"
1586,"['s12276', '021', '00655', '2']"
1587,"['s12276', '021', '00664', '1']"
1588,"['s12276', '021', '00664', '1']"
1589,"['s12276', '021', '00660', '5']"
1590,"['s12276', '021', '00660', '5']"
1591,"['s41433', '021', '01801', 'w']"
1592,"['s41433', '021', '01801', 'w']"
1593,"['s41433', '021', '01801', 'w']"
1594,"['s41433', '021', '01801', 'w']"
1595,"['s41433', '021', '01801', 'w']"
1596,"['s41433', '021', '01801', 'w']"
1597,"['s41433', '021', '01790', 'w']"
1598,"['s41433', '021', '01790', 'w']"
1599,"['s41433', '021', '01790', 'w']"
1600,"['s41433', '021', '01790', 'w']"
1601,"['s41433', '021', '01790', 'w']"
1602,"['s41433', '021', '01790', 'w']"
1603,"['s41433', '021', '01800', 'x']"
1604,"['s41433', '021', '01800', 'x']"
1605,"['s41433', '021', '01800', 'x']"
1606,"['s41433', '021', '01800', 'x']"
1607,"['s41433', '021', '01800', 'x']"
1608,"['s41433', '021', '01800', 'x']"
1609,"['s41433', '021', '01796', '4']"
1610,"['s41433', '021', '01796', '4']"
1611,"['s41433', '021', '01796', '4']"
1612,"['s41433', '021', '01796', '4']"
1613,"['s41433', '021', '01796', '4']"
1614,"['s41433', '021', '01796', '4']"
1615,"['s41433', '021', '01769', '7']"
1616,"['s41433', '021', '01769', '7']"
1617,"['s41433', '021', '01776', '8']"
1618,"['s41433', '021', '01776', '8']"
1619,"['s41433', '021', '01795', '5']"
1620,"['s41433', '021', '01795', '5']"
1621,"['s41433', '021', '01795', '5']"
1622,"['s41433', '021', '01795', '5']"
1623,"['s41433', '021', '01795', '5']"
1624,"['s41433', '021', '01795', '5']"
1625,"['s41433', '021', '01775', '9']"
1626,"['s41433', '021', '01775', '9']"
1627,"['s41433', '021', '01792', '8']"
1628,"['s41433', '021', '01792', '8']"
1629,"['s41433', '021', '01792', '8']"
1630,"['s41433', '021', '01792', '8']"
1631,"['s41433', '021', '01792', '8']"
1632,"['s41433', '021', '01792', '8']"
1633,"['s41433', '021', '01755', 'z']"
1634,"['s41433', '021', '01755', 'z']"
1635,"['s41433', '021', '01755', 'z']"
1636,"['s41433', '021', '01755', 'z']"
1637,"['s41433', '021', '01755', 'z']"
1638,"['s41433', '021', '01755', 'z']"
1639,"['s41433', '021', '01755', 'z']"
1640,"['s41433', '021', '01755', 'z']"
1641,"['s41433', '021', '01779', '5']"
1642,"['s41433', '021', '01779', '5']"
1643,"['s41433', '021', '01779', '5']"
1644,"['s41433', '021', '01779', '5']"
1645,"['s41433', '021', '01779', '5']"
1646,"['s41433', '021', '01779', '5']"
1647,"['s41433', '021', '01779', '5']"
1648,"['s41433', '021', '01782', 'w']"
1649,"['s41433', '021', '01782', 'w']"
1650,"['s41433', '021', '01782', 'w']"
1651,"['s41433', '021', '01782', 'w']"
1652,"['s41433', '021', '01782', 'w']"
1653,"['s41433', '021', '01782', 'w']"
1654,"['s41433', '021', '01782', 'w']"
1655,"['s41433', '021', '01759', '9']"
1656,"['s41433', '021', '01759', '9']"
1657,"['s41433', '021', '01759', '9']"
1658,"['s41433', '021', '01759', '9']"
1659,"['s41433', '021', '01758', 'w']"
1660,"['s41433', '021', '01758', 'w']"
1661,"['s41433', '021', '01758', 'w']"
1662,"['s41433', '021', '01758', 'w']"
1663,"['s41433', '021', '01758', 'w']"
1664,"['s41433', '021', '01758', 'w']"
1665,"['s41433', '021', '01758', 'w']"
1666,"['s41433', '021', '01758', 'w']"
1667,"['s41433', '021', '01774', 'w']"
1668,"['s41433', '021', '01774', 'w']"
1669,"['s41433', '021', '01781', 'x']"
1670,"['s41433', '021', '01781', 'x']"
1671,"['s41433', '021', '01773', 'x']"
1672,"['s41433', '021', '01773', 'x']"
1673,"['s41433', '021', '01566', '2']"
1674,"['s41433', '021', '01566', '2']"
1675,"['s41433', '021', '01778', '6']"
1676,"['s41433', '021', '01778', '6']"
1677,"['s41433', '021', '01778', '6']"
1678,"['s41433', '021', '01778', '6']"
1679,"['s41433', '021', '01778', '6']"
1680,"['s41433', '021', '01778', '6']"
1681,"['s41433', '021', '01772', 'y']"
1682,"['s41433', '021', '01772', 'y']"
1683,"['s41433', '021', '01772', 'y']"
1684,"['s41433', '021', '01772', 'y']"
1685,"['s41433', '021', '01772', 'y']"
1686,"['s41433', '021', '01772', 'y']"
1687,"['s41434', '021', '00299', 'x']"
1688,"['s41434', '021', '00299', 'x']"
1689,"['s41434', '021', '00299', 'x']"
1690,"['s41434', '021', '00299', 'x']"
1691,"['s41434', '021', '00299', 'x']"
1692,"['s41434', '021', '00299', 'x']"
1693,"['s41434', '021', '00292', '4']"
1694,"['s41434', '021', '00292', '4']"
1695,"['s41434', '021', '00296', '0']"
1696,"['s41434', '021', '00296', '0']"
1697,"['s41434', '021', '00296', '0']"
1698,"['s41434', '021', '00296', '0']"
1699,"['s41434', '021', '00296', '0']"
1700,"['s41434', '021', '00296', '0']"
1701,"['s41434', '021', '00256', '8']"
1702,"['s41434', '021', '00256', '8']"
1703,"['s41434', '021', '00256', '8']"
1704,"['s41434', '021', '00256', '8']"
1705,"['s41434', '021', '00256', '8']"
1706,"['s41434', '021', '00256', '8']"
1707,"['s41434', '021', '00295', '1']"
1708,"['s41434', '021', '00295', '1']"
1709,"['s41434', '021', '00297', 'z']"
1710,"['s41434', '021', '00297', 'z']"
1711,"['s41434', '021', '00297', 'z']"
1712,"['s41434', '021', '00297', 'z']"
1713,"['s41434', '021', '00297', 'z']"
1714,"['s41434', '021', '00297', 'z']"
1715,"['s41434', '021', '00286', '2']"
1716,"['s41434', '021', '00286', '2']"
1717,"['s41434', '021', '00286', '2']"
1718,"['s41434', '021', '00286', '2']"
1719,"['s41434', '021', '00286', '2']"
1720,"['s41434', '021', '00286', '2']"
1721,"['s41434', '021', '00293', '3']"
1722,"['s41434', '021', '00293', '3']"
1723,"['s41434', '021', '00294', '2']"
1724,"['s41434', '021', '00294', '2']"
1725,"['s41434', '021', '00294', '2']"
1726,"['s41434', '021', '00294', '2']"
1727,"['s41434', '021', '00294', '2']"
1728,"['s41434', '021', '00294', '2']"
1729,"['s41434', '021', '00290', '6']"
1730,"['s41434', '021', '00290', '6']"
1731,"['s41434', '021', '00277', '3']"
1732,"['s41434', '021', '00277', '3']"
1733,"['s41434', '021', '00289', 'z']"
1734,"['s41434', '021', '00289', 'z']"
1735,"['s41434', '021', '00289', 'z']"
1736,"['s41434', '021', '00289', 'z']"
1737,"['s41434', '021', '00289', 'z']"
1738,"['s41434', '021', '00289', 'z']"
1739,"['s41434', '021', '00291', '5']"
1740,"['s41434', '021', '00291', '5']"
1741,"['s41434', '021', '00284', '4']"
1742,"['s41434', '021', '00284', '4']"
1743,"['s41434', '021', '00287', '1']"
1744,"['s41434', '021', '00287', '1']"
1745,"['s41434', '021', '00285', '3']"
1746,"['s41434', '021', '00285', '3']"
1747,"['s41434', '021', '00285', '3']"
1748,"['s41434', '021', '00285', '3']"
1749,"['s41434', '021', '00285', '3']"
1750,"['s41434', '021', '00285', '3']"
1751,"['s41434', '021', '00288', '0']"
1752,"['s41434', '021', '00288', '0']"
1753,"['s41434', '021', '00288', '0']"
1754,"['s41434', '021', '00288', '0']"
1755,"['s41434', '021', '00288', '0']"
1756,"['s41434', '021', '00288', '0']"
1757,"['s41434', '021', '00278', '2']"
1758,"['s41434', '021', '00278', '2']"
1759,"['s41434', '021', '00278', '2']"
1760,"['s41434', '021', '00278', '2']"
1761,"['s41434', '021', '00278', '2']"
1762,"['s41434', '021', '00278', '2']"
1763,"['s41434', '021', '00283', '5']"
1764,"['s41434', '021', '00283', '5']"
1765,"['s41434', '021', '00283', '5']"
1766,"['s41434', '021', '00281', '7']"
1767,"['s41434', '021', '00281', '7']"
1768,"['s41434', '021', '00281', '7']"
1769,"['s41434', '021', '00281', '7']"
1770,"['s41434', '021', '00281', '7']"
1771,"['s41434', '021', '00281', '7']"
1772,"['s41435', '021', '00149', '1']"
1773,"['s41435', '021', '00149', '1']"
1774,"['s41435', '021', '00149', '1']"
1775,"['s41435', '021', '00148', '2']"
1776,"['s41435', '021', '00148', '2']"
1777,"['s41435', '021', '00148', '2']"
1778,"['s41435', '021', '00147', '3']"
1779,"['s41435', '021', '00147', '3']"
1780,"['s41435', '021', '00146', '4']"
1781,"['s41435', '021', '00146', '4']"
1782,"['s41435', '021', '00146', '4']"
1783,"['s41435', '021', '00146', '4']"
1784,"['s41435', '021', '00146', '4']"
1785,"['s41435', '021', '00146', '4']"
1786,"['s41435', '021', '00145', '5']"
1787,"['s41435', '021', '00145', '5']"
1788,"['s41435', '021', '00144', '6']"
1789,"['s41435', '021', '00144', '6']"
1790,"['s41435', '021', '00140', 'w']"
1791,"['s41435', '021', '00140', 'w']"
1792,"['s41435', '021', '00141', '9']"
1793,"['s41435', '021', '00141', '9']"
1794,"['s41435', '021', '00141', '9']"
1795,"['s41435', '021', '00141', '9']"
1796,"['s41435', '021', '00141', '9']"
1797,"['s41435', '021', '00141', '9']"
1798,"['s41435', '021', '00139', '3']"
1799,"['s41435', '021', '00139', '3']"
1800,"['s41435', '021', '00142', '8']"
1801,"['s41435', '021', '00142', '8']"
1802,"['s41435', '021', '00143', '7']"
1803,"['s41435', '021', '00143', '7']"
1804,"['s41435', '021', '00137', '5']"
1805,"['s41435', '021', '00137', '5']"
1806,"['s41435', '021', '00136', '6']"
1807,"['s41435', '021', '00136', '6']"
1808,"['s41435', '021', '00138', '4']"
1809,"['s41435', '021', '00138', '4']"
1810,"['s41435', '021', '00138', '4']"
1811,"['s41435', '021', '00138', '4']"
1812,"['s41435', '021', '00138', '4']"
1813,"['s41435', '021', '00138', '4']"
1814,"['s41435', '021', '00135', '7']"
1815,"['s41435', '021', '00135', '7']"
1816,"['s41435', '021', '00135', '7']"
1817,"['s41435', '021', '00135', '7']"
1818,"['s41435', '021', '00135', '7']"
1819,"['s41435', '021', '00135', '7']"
1820,"['s41435', '021', '00134', '8']"
1821,"['s41435', '021', '00134', '8']"
1822,"['s41435', '021', '00134', '8']"
1823,"['s41435', '021', '00134', '8']"
1824,"['s41435', '021', '00134', '8']"
1825,"['s41435', '021', '00134', '8']"
1826,"['s41435', '021', '00133', '9']"
1827,"['s41435', '021', '00133', '9']"
1828,"['s41435', '021', '00133', '9']"
1829,"['s41435', '021', '00132', 'w']"
1830,"['s41435', '021', '00132', 'w']"
1831,"['s41435', '021', '00132', 'w']"
1832,"['s41435', '021', '00132', 'w']"
1833,"['s41435', '021', '00132', 'w']"
1834,"['s41435', '021', '00132', 'w']"
1835,"['s41435', '021', '00131', 'x']"
1836,"['s41435', '021', '00131', 'x']"
1837,"['s41435', '021', '00131', 'x']"
1838,"['s41435', '021', '00129', '5']"
1839,"['s41435', '021', '00129', '5']"
1840,"['s41435', '021', '00129', '5']"
1841,"['s41436', '021', '01308', '5']"
1842,"['s41436', '021', '01308', '5']"
1843,"['s41436', '021', '01308', '5']"
1844,"['s41436', '021', '01307', '6']"
1845,"['s41436', '021', '01307', '6']"
1846,"['s41436', '021', '01307', '6']"
1847,"['s41436', '021', '01302', 'x']"
1848,"['s41436', '021', '01302', 'x']"
1849,"['s41436', '021', '01302', 'x']"
1850,"['s41436', '021', '01303', 'w']"
1851,"['s41436', '021', '01303', 'w']"
1852,"['s41436', '021', '01303', 'w']"
1853,"['s41436', '021', '01303', 'w']"
1854,"['s41436', '021', '01303', 'w']"
1855,"['s41436', '021', '01303', 'w']"
1856,"['s41436', '021', '01279', '7']"
1857,"['s41436', '021', '01279', '7']"
1858,"['s41436', '021', '01306', '7']"
1859,"['s41436', '021', '01306', '7']"
1860,"['s41436', '021', '01305', '8']"
1861,"['s41436', '021', '01305', '8']"
1862,"['s41436', '021', '01300', 'z']"
1863,"['s41436', '021', '01300', 'z']"
1864,"['s41436', '021', '01286', '8']"
1865,"['s41436', '021', '01286', '8']"
1866,"['s41436', '021', '01286', '8']"
1867,"['s41436', '021', '01286', '8']"
1868,"['s41436', '021', '01286', '8']"
1869,"['s41436', '021', '01286', '8']"
1870,"['s41436', '021', '01295', '7']"
1871,"['s41436', '021', '01295', '7']"
1872,"['s41436', '021', '01295', '7']"
1873,"['s41436', '021', '01295', '7']"
1874,"['s41436', '021', '01295', '7']"
1875,"['s41436', '021', '01295', '7']"
1876,"['s41436', '021', '01301', 'y']"
1877,"['s41436', '021', '01301', 'y']"
1878,"['s41436', '021', '01301', 'y']"
1879,"['s41436', '021', '01301', 'y']"
1880,"['s41436', '021', '01301', 'y']"
1881,"['s41436', '021', '01301', 'y']"
1882,"['s41436', '021', '01301', 'y']"
1883,"['s41436', '021', '01297', '5']"
1884,"['s41436', '021', '01297', '5']"
1885,"['s41436', '021', '01272', '0']"
1886,"['s41436', '021', '01272', '0']"
1887,"['s41436', '021', '01299', '3']"
1888,"['s41436', '021', '01299', '3']"
